ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
6;4;0;0;0;20710600;90;9676000;90;7;1;2;2382500;90;9941300;90;3206100;90;4808500;90;"Dep_sec_priv";90;"M";2019;7;90;22;87;87;19;19;90
4;4;0;0;0;21739100;92;9736900;92;6;0;1;2424700;92;9425500;92;3046900;92;4569800;92;"Dep_sec_priv";90;"M";2019;6;92;23;88;89;20;20;92
2;1;1;0;0;1423100;7;2000100;7;1;1;0;132100;7;233100;7;83400;7;125000;7;"Dep_sec_priv";109;"M";2019;8;6;5;7;5;3;3;7
6351;5494;1316;114;262;1519827800;38628;5007444100;38628;17707;1060;851;439934000;38628;1250004800;38628;42179000;38628;63854000;38628;"Dep_sec_priv";20;"F";2019;5;38526;35779;38117;38175;2232;2260;38628
6729;5183;1263;98;262;1593623200;40127;5242249300;40127;18161;837;1273;457048900;40127;1305882600;40127;44656900;40127;68464400;40127;"Dep_sec_priv";20;"F";2019;6;40005;37182;39608;39661;2364;2423;40127
7262;5667;1506;129;298;1774307200;44023;5837436600;44023;19986;1102;1162;512069650;44023;1457339400;44023;49974300;44023;76300300;44023;"Dep_sec_priv";20;"F";2019;8;43900;40778;43445;43481;2638;2699;44023
7111;6082;1552;110;284;1691259000;42426;5583023600;42426;19603;1491;1273;486407350;42426;1395586600;42426;46939100;42426;71910900;42426;"Dep_sec_priv";20;"F";2019;7;42306;39346;41884;41939;2485;2535;42426
9207;10189;2256;638;91;13730019250;117560;33210929180;117560;48576;1950;7678;6027623600;117560;8346481300;117560;1243219800;117560;1872174400;117560;"Dep_sec_priv";41;"M";2019;6;117179;109725;115998;116016;12430;12647;117560
14834;12896;3329;636;70;3410792900;88375;12189516000;88375;40753;1922;2353;2222425490;88375;3031241800;88375;61264100;88375;95845000;88375;"Dep_sec_priv";21;"M";2019;8;88023;83073;87750;87595;3478;3630;88375
1073;735;0;0;0;359701800;4532;447311100;4532;37;19;0;65589500;4532;2104700;4532;27100;4532;40700;4532;"Independiente";21;"M";2019;5;3780;3625;3510;155;1;1;4532
6697;5646;1960;329;877;11593345300;105512;28143967900;105512;39317;2713;9381;2501596200;105512;6996333200;105512;975384400;105512;1471367500;105512;"Dep_sec_priv";38;"F";2019;7;105307;98404;103423;103933;16516;16700;105512
6213;5322;1793;322;872;11723861300;106040;28451981500;106040;38928;2026;6397;2544521400;106040;7068932400;106040;980901000;106040;1479235100;106040;"Dep_sec_priv";38;"F";2019;8;105845;98807;104091;104604;16836;17013;106040
13023;12464;3086;781;172;14098904300;141636;37960937200;141636;62020;3633;9376;7017352230;141636;9460567200;141636;1023576100;141636;1545510200;141636;"Dep_sec_priv";37;"M";2019;7;141179;132578;139923;139927;12400;12622;141636
12557;11932;2911;819;180;14338926400;141915;38404313700;141915;62122;2285;7345;7101573790;141915;9576040400;141915;1055921400;141915;1594343500;141915;"Dep_sec_priv";37;"M";2019;8;141466;132885;140359;140361;12880;13111;141915
11127;12563;2983;747;137;14889915864;140731;38380518300;140731;61428;2608;9368;7001805200;140731;9582873700;140731;1186313800;140731;1789939800;140731;"Dep_sec_priv";37;"M";2019;6;140319;131877;139056;139025;13478;13703;140731
959;977;114;23;14;2860636000;13732;4704732200;13732;6730;449;2429;535420700;13732;1363838000;13732;289728600;13732;888661900;13732;"Dep_No_priv";33;"M";2019;7;9978;9659;9979;10411;7350;8227;13732
19616;17907;4812;939;183;7102048500;148978;24746536400;148978;68970;3181;5758;4376805680;148978;6157461500;148978;174994400;148978;268540300;148978;"Dep_sec_priv";24;"M";2019;8;148536;141002;147842;147697;6956;7189;148978
9409;10123;2886;304;1966;9056096700;128497;26588147000;128497;51574;2723;9149;2415755800;128497;6619238000;128497;482615900;128497;729389500;128497;"Dep_sec_priv";27;"F";2019;6;128286;119217;125748;126478;14021;14213;128497
6593;5552;1995;290;1052;11625907400;107982;28698997200;107982;40339;1994;6539;2560796900;107982;7141042000;107982;951840500;107982;1433469900;107982;"Dep_sec_priv";37;"F";2019;8;107769;100658;105906;106487;16883;17040;107982
2092;1464;0;1;0;3697657800;25429;4519207100;25429;930;490;1;438445500;25429;42722700;25429;65800;25429;822600;25429;"Independiente";37;"M";2019;8;23241;21470;15302;2154;4;11;25429
2306;1616;1;3;1;3604639700;25308;4396131100;25308;916;530;2;427484700;25308;42009400;25308;57400;25308;355500;25308;"Independiente";37;"M";2019;7;23121;21311;15218;2128;6;9;25308
4;0;0;0;0;662700;8;2119300;8;0;0;0;204100;8;563400;8;0;8;0;8;"Dep_sec_priv";103;"M";2019;5;8;4;8;8;0;0;8
2;3;0;0;0;547100;9;1066000;9;0;0;0;126200;9;333400;9;26700;9;40100;9;"Dep_sec_priv";103;"M";2019;6;9;3;9;9;1;1;9
2;3;1;0;0;4557300;26;4195000;26;3;1;3;2003700;26;2524300;26;781800;26;1172700;26;"Dep_sec_priv";97;"M";2019;8;26;13;26;26;5;5;26
2;2;0;0;0;660000;16;1683300;16;3;0;0;432900;16;469100;16;17200;16;25800;16;"Dep_sec_priv";99;"M";2019;7;16;11;16;16;2;2;16
1;0;0;0;0;3233700;15;4947900;15;2;0;1;551300;15;1316400;15;453400;15;680000;15;"Dep_sec_priv";99;"M";2019;8;15;10;14;14;2;2;15
1;0;0;0;0;6992900;60;132500;60;0;0;0;43600;60;0;60;0;60;0;60;"Independiente";99;"M";2019;7;60;1;2;0;0;0;60
19510;19115;4920;972;238;8897905025;166203;30142330600;166203;75696;3887;6759;5344277090;166203;7522915000;166203;270396100;166203;408334900;166203;"Dep_sec_priv";26;"M";2019;5;165773;156348;164820;164731;9087;9182;166203
6;11;0;0;0;102741200;831;1257100;831;5;2;0;926900;831;634500;831;0;831;0;831;"Independiente";90;"M";2019;6;825;5;27;15;0;0;831
8;3;0;0;0;101890600;807;651000;807;7;0;0;678200;807;634500;807;0;807;0;807;"Independiente";90;"M";2019;8;806;3;21;15;0;0;807
3;7;0;0;0;102063200;809;651000;809;5;1;0;980700;809;634500;809;0;809;0;809;"Independiente";90;"M";2019;7;803;3;26;15;0;0;809
5;10;0;0;0;105341600;845;903600;845;3;1;0;859600;845;634500;845;0;845;0;845;"Independiente";90;"M";2019;5;840;4;28;15;0;0;845
13;19;6;1;1;8458400;81;16617500;81;22;0;0;1450900;81;3776000;81;630100;81;945200;81;"Dep_sec_priv";121;"F";2019;8;76;56;78;77;6;6;81
6;1;0;0;0;68825900;557;1321800;557;0;2;0;524600;557;116200;557;0;557;0;557;"Independiente";92;"M";2019;7;554;4;16;7;0;0;557
3;0;0;0;0;68836100;556;1709300;556;0;1;0;487800;556;116200;556;0;556;0;556;"Independiente";92;"M";2019;8;553;5;16;7;0;0;556
3;3;0;0;0;70595800;567;1236000;567;1;3;0;412500;567;116200;567;0;567;0;567;"Independiente";92;"M";2019;6;565;5;17;7;0;0;567
2;5;0;0;0;70761500;571;1786400;571;1;2;0;469300;571;121200;571;0;571;0;571;"Independiente";92;"M";2019;5;569;6;16;8;0;0;571
7;6;0;0;0;123901700;1008;1161700;1008;4;0;0;1241100;1008;160100;1008;0;1008;0;1008;"Independiente";89;"M";2019;7;1001;6;50;10;0;0;1008
6;3;0;0;0;125487800;1023;1294800;1023;4;0;0;1222200;1023;160100;1023;0;1023;0;1023;"Independiente";89;"M";2019;6;1015;7;51;10;0;0;1023
9;10;0;0;0;122498000;995;960700;995;3;0;0;1225700;995;176700;995;0;995;0;995;"Independiente";89;"M";2019;8;988;5;51;11;0;0;995
7;4;0;0;0;126392800;1030;1490200;1030;7;0;0;1215600;1030;164600;1030;0;1030;0;1030;"Independiente";89;"M";2019;5;1022;7;51;10;0;0;1030
1;0;0;0;0;24500;1;97900;1;0;0;0;14900;1;24500;1;0;1;0;1;"Dep_sec_priv";115;"M";2019;6;1;1;1;1;0;0;1
2;1;0;0;0;560500;12;3500800;12;1;0;2;192400;12;348300;12;264000;12;627200;12;"Dep_No_priv";89;"M";2019;8;5;3;10;2;1;2;12
2;1;0;0;0;15888600;136;0;136;0;0;0;62300;136;16600;136;0;136;0;136;"Independiente";97;"M";2019;8;135;0;7;1;0;0;136
1;2;0;0;0;16924300;145;0;145;0;1;0;53900;145;0;145;0;145;0;145;"Independiente";97;"M";2019;5;144;0;7;0;0;0;145
0;0;0;0;0;16820700;143;0;143;0;0;0;52600;143;0;143;0;143;0;143;"Independiente";97;"M";2019;6;143;0;6;0;0;0;143
0;3;0;0;0;16406500;139;0;139;0;0;0;52600;139;0;139;0;139;0;139;"Independiente";97;"M";2019;7;139;0;6;0;0;0;139
3;5;1;0;0;24777000;128;6310500;128;14;1;1;3263400;128;12638900;128;3411300;128;5116400;128;"Dep_sec_priv";88;"M";2019;5;128;27;122;121;24;24;128
5;5;1;0;0;23227200;123;5708000;123;13;1;2;3154700;123;12230700;123;3183800;123;4775300;123;"Dep_sec_priv";88;"M";2019;8;123;25;119;118;23;23;123
7;4;1;0;0;23461600;127;5586100;127;17;1;2;3105900;127;11974700;127;3148100;127;4721700;127;"Dep_sec_priv";88;"M";2019;6;127;26;121;120;22;22;127
4;6;1;0;0;23660100;128;6831300;128;16;2;3;3268800;128;12267000;128;3118900;128;4677900;128;"Dep_sec_priv";88;"M";2019;7;128;28;122;121;22;22;128
6;5;0;0;0;41599800;352;629500;352;2;1;0;243500;352;49800;352;0;352;0;352;"Independiente";93;"M";2019;7;350;4;12;3;0;0;352
1;5;0;0;0;43889500;354;132500;354;1;0;0;332100;354;49800;354;0;354;0;354;"Independiente";93;"M";2019;6;352;1;13;3;0;0;354
1;3;0;0;0;38704600;337;382100;337;1;0;0;195800;337;49800;337;0;337;0;337;"Independiente";93;"M";2019;8;335;2;11;3;0;0;337
6;4;0;0;0;41579000;361;132500;361;1;1;0;357700;361;49800;361;0;361;0;361;"Independiente";93;"M";2019;5;359;1;13;3;0;0;361
2026;1385;0;3;0;3962000800;26432;4821856600;26432;1017;526;2;453303500;26432;47851400;26432;370600;26432;1397900;26432;"Independiente";40;"M";2019;8;24278;22264;15150;2323;5;11;26432
11256;10632;2430;745;95;14118543400;129763;35908276900;129763;54275;2002;6568;6619608870;129763;9015591100;129763;1173796500;129763;1768927000;129763;"Dep_sec_priv";40;"M";2019;8;129258;120817;128263;128253;13026;13236;129763
8;6;0;0;0;20232000;86;9119200;86;6;1;2;2178200;86;9087800;86;2843900;86;4265500;86;"Dep_sec_priv";90;"M";2019;8;86;20;83;84;17;17;86
2;2;0;0;0;1637400;9;2201800;9;1;0;0;173900;9;551100;9;224500;9;336700;9;"Dep_sec_priv";105;"M";2019;8;9;5;8;7;1;1;9
3;2;0;0;0;35616800;267;1050000;267;2;1;0;200600;267;31600;267;0;267;0;267;"Independiente";94;"M";2019;5;266;3;13;2;0;0;267
1;3;0;0;0;35279700;263;265000;263;2;0;0;153700;263;79600;263;0;263;0;263;"Independiente";94;"M";2019;8;263;2;10;3;0;0;263
6;1;0;0;0;35254500;266;265000;266;2;0;0;155300;266;79600;266;0;266;0;266;"Independiente";94;"M";2019;7;265;2;11;3;0;0;266
3;2;0;0;0;35784000;266;917500;266;2;1;0;149800;266;50800;266;0;266;0;266;"Independiente";94;"M";2019;6;265;2;11;3;0;0;266
767;554;0;0;0;2912734500;18387;1521996500;18387;419;188;1;215033600;18387;18290400;18387;815600;18387;1224200;18387;"Independiente";63;"M";2019;7;17382;5762;6070;777;3;3;18387
781;477;0;0;0;2925139300;18374;1495802500;18374;418;220;2;217588700;18374;17550200;18374;197100;18374;295700;18374;"Independiente";63;"M";2019;8;17362;5620;6112;791;1;1;18374
775;592;0;0;0;2924438500;18538;1576230200;18538;416;229;2;211274000;18538;17304800;18538;409200;18538;613700;18538;"Independiente";63;"M";2019;5;17580;6010;5971;769;2;2;18538
834;607;0;0;0;2897917200;18492;1540555600;18492;411;248;2;212950600;18492;17051200;18492;248800;18492;373200;18492;"Independiente";63;"M";2019;6;17479;5911;6077;786;5;5;18492
7;4;0;0;0;20181200;94;9836000;94;7;0;2;2394100;94;8323200;94;2466500;94;3792300;94;"Dep_sec_priv";90;"M";2019;5;94;24;90;91;18;19;94
1;4;0;0;0;29441800;214;132500;214;0;0;0;251100;214;0;214;0;214;0;214;"Independiente";95;"M";2019;7;210;1;9;0;0;0;214
3;1;0;0;0;30614800;220;132500;220;0;1;0;235700;220;0;220;0;220;0;220;"Independiente";95;"M";2019;5;217;1;9;0;0;0;220
1;3;0;0;0;29778800;215;132500;215;0;1;0;235700;215;0;215;0;215;0;215;"Independiente";95;"M";2019;6;212;1;9;0;0;0;215
0;0;0;0;0;28199900;207;132500;207;1;1;0;190600;207;0;207;0;207;0;207;"Independiente";95;"M";2019;8;204;1;7;0;0;0;207
1;1;0;0;0;18682800;168;530000;168;0;2;0;179200;168;0;168;0;168;0;168;"Independiente";96;"M";2019;8;167;4;11;0;0;0;168
2;0;0;0;0;18697300;173;530000;173;0;1;0;44300;173;0;173;0;173;0;173;"Independiente";96;"M";2019;6;173;4;10;0;0;0;173
1;3;0;0;0;18314000;170;530000;170;0;1;0;44300;170;0;170;0;170;0;170;"Independiente";96;"M";2019;7;170;4;10;0;0;0;170
1;1;0;0;0;18832700;174;530000;174;0;0;0;44300;174;17400;174;0;174;0;174;"Independiente";96;"M";2019;5;174;4;10;1;0;0;174
6;4;0;0;0;161239800;1303;1702800;1303;3;4;0;617900;1303;110400;1303;0;1303;0;1303;"Independiente";87;"M";2019;5;1300;7;46;7;0;0;1303
10;8;0;0;0;162648800;1290;1570300;1290;1;4;0;649100;1290;110400;1290;0;1290;0;1290;"Independiente";87;"M";2019;7;1287;6;49;7;0;0;1290
12;3;0;0;0;161460000;1278;1570300;1278;1;3;0;657800;1278;110400;1278;0;1278;0;1278;"Independiente";87;"M";2019;8;1274;6;47;7;0;0;1278
5;5;0;0;0;162173100;1292;1570300;1292;0;3;0;662700;1292;110400;1292;0;1292;0;1292;"Independiente";87;"M";2019;6;1289;6;48;7;0;0;1292
4;1;0;0;0;268100;11;1180000;11;0;0;0;135200;11;24900;11;0;11;477400;11;"Dep_No_priv";93;"M";2019;8;2;2;10;1;0;1;11
2;4;0;0;0;11314400;63;6477000;63;7;0;0;1429200;63;5121800;63;1371100;63;2056400;63;"Dep_sec_priv";92;"M";2019;5;63;18;62;62;10;10;63
3;1;0;0;0;12731300;60;5722200;60;6;1;0;1148600;60;5101900;60;1703900;60;2555600;60;"Dep_sec_priv";92;"M";2019;6;59;15;59;59;12;12;60
5;8;0;0;0;11312800;62;5530100;62;8;0;0;1022800;62;4896500;62;1431700;62;2147300;62;"Dep_sec_priv";92;"M";2019;7;62;17;61;61;11;11;62
4;3;0;0;0;14272800;59;7033000;59;9;2;2;1101200;59;5808700;59;1894800;59;2842000;59;"Dep_sec_priv";92;"M";2019;8;59;16;59;59;11;11;59
0;1;0;0;0;718800;9;2741800;9;1;0;0;376200;9;685700;9;0;9;0;9;"Dep_sec_priv";106;"M";2019;6;9;8;9;9;0;0;9
12577;10336;2405;446;35;2331419700;63816;8326831016;63816;27704;1468;1185;1514315550;63816;2062425400;63816;40912000;63816;63816700;63816;"Dep_sec_priv";20;"M";2019;8;63511;59801;63336;63204;2426;2538;63816
11242;9477;2085;385;35;1982709625;55577;7076145500;55577;23503;1385;1019;1291607490;55577;1752186500;55577;36100300;55577;55045000;55577;"Dep_sec_priv";20;"M";2019;5;55303;51913;55202;55063;2188;2240;55577
11095;9238;2101;373;34;2080429775;57642;7419191100;57642;24164;1138;1322;1357832700;57642;1836727800;57642;37160100;57642;57846000;57642;"Dep_sec_priv";20;"M";2019;6;57347;53919;57243;57097;2222;2315;57642
12014;10304;2335;399;32;2208365425;60988;7887057400;60988;26346;1806;1357;1433554720;60988;1955026200;60988;38617400;60988;60617600;60988;"Dep_sec_priv";20;"M";2019;7;60697;57138;60562;60399;2323;2447;60988
2;1;0;0;0;76500;4;265000;4;0;0;0;46200;4;33500;4;0;4;0;4;"Dep_sec_priv";111;"M";2019;8;4;2;4;4;0;0;4
2;2;1;0;0;1888700;16;1181800;16;0;0;0;188100;16;901300;16;198000;16;297100;16;"Dep_sec_priv";98;"M";2019;8;14;6;12;13;5;5;16
3;2;1;0;0;3665900;15;3020100;15;3;0;1;198900;15;1318800;15;501100;15;751600;15;"Dep_sec_priv";98;"M";2019;6;15;5;12;12;5;5;15
3;2;0;0;0;3602500;18;1440100;18;4;0;0;246300;18;1298800;18;458800;18;688300;18;"Dep_sec_priv";98;"M";2019;5;18;7;16;16;6;6;18
5;3;1;0;0;2174600;15;1235700;15;2;0;0;199100;15;795900;15;245300;15;368000;15;"Dep_sec_priv";98;"M";2019;7;15;6;13;13;5;5;15
4;3;2;1;0;10516700;30;7759200;30;7;0;1;890500;30;3686000;30;1565700;30;2348200;30;"Dep_sec_priv";95;"M";2019;5;30;12;29;28;10;10;30
5;3;0;0;0;11057100;28;8709900;28;6;0;0;1028800;28;3977400;28;1634900;28;2452000;28;"Dep_sec_priv";95;"M";2019;6;28;13;28;27;10;10;28
6;5;1;0;1;6251600;73;3686900;73;10;1;0;956200;73;3662300;73;524700;73;786900;73;"Dep_sec_priv";91;"M";2019;6;73;23;72;72;8;8;73
5;6;3;0;0;6481300;73;4360700;73;12;1;1;1315600;73;3840800;73;549000;73;823500;73;"Dep_sec_priv";91;"M";2019;5;73;21;72;73;8;8;73
1;1;0;0;0;303200;6;946300;6;2;0;0;112400;6;270100;6;0;6;0;6;"Dep_sec_priv";104;"M";2019;7;6;4;6;6;0;0;6
3;1;0;0;0;5121400;42;3905200;42;7;0;0;776600;42;2763000;42;484900;42;727300;42;"Dep_sec_priv";94;"M";2019;8;42;17;40;40;6;6;42
4;5;0;0;0;5060700;45;3853700;45;7;2;0;848800;45;2656800;45;484900;45;727300;45;"Dep_sec_priv";94;"M";2019;7;44;18;44;44;6;6;45
5;5;1;0;0;4879800;44;3253900;44;9;0;1;800400;44;2652600;44;484900;44;727300;44;"Dep_sec_priv";94;"M";2019;5;43;18;42;43;6;6;44
5;4;0;0;0;4933400;42;3664400;42;9;0;1;803300;42;2622700;42;484900;42;727300;42;"Dep_sec_priv";94;"M";2019;6;41;18;42;42;6;6;42
6;4;1;0;0;3697100;53;4126500;53;4;1;0;1302900;53;2945100;53;73400;53;110000;53;"Dep_sec_priv";93;"M";2019;5;53;18;52;52;4;4;53
