ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
3803;5092;5925;380;7575;10702106000;104006;14893956400;104006;33480;3033;1380;2281122000;104006;6717031500;104006;822744300;104006;1239438800;104006;"Dep_sec_priv";35;"F";2020;5;101519;96560;98405;100448;15008;15148;104006
3589;4727;5536;361;7317;10988359500;99453;14783909200;99453;31282;2800;968;2222644500;99453;6622462000;99453;917203100;99453;1381160400;99453;"Dep_sec_priv";38;"F";2020;5;97057;92414;94220;96112;15255;15394;99453
5;3;0;0;0;59059700;469;1035000;469;2;2;0;352000;469;93300;469;0;469;0;469;"Independiente";93;"M";2020;7;466;7;16;6;0;0;469
0;3;0;0;0;59234500;476;510300;476;1;0;0;308000;476;128500;476;0;476;0;476;"Independiente";93;"M";2020;5;473;6;15;8;0;0;476
7;2;0;0;0;58816000;467;1035000;467;1;3;0;334600;467;110900;467;0;467;0;467;"Independiente";93;"M";2020;8;465;7;15;7;0;0;467
2;2;0;0;0;58235100;466;754000;466;1;2;0;336600;466;93300;466;0;466;0;466;"Independiente";93;"M";2020;6;463;5;16;6;0;0;466
4;10;0;0;0;117829500;882;281000;882;6;4;0;974900;882;215300;882;0;882;0;882;"Independiente";90;"M";2020;6;878;2;45;11;0;0;882
7;4;0;0;0;117926800;895;447900;895;4;3;0;1035000;895;197700;895;0;895;0;895;"Independiente";90;"M";2020;5;891;4;49;10;0;0;895
3;4;0;0;0;113988800;869;140500;869;3;5;0;913700;869;215300;869;0;869;0;869;"Independiente";90;"M";2020;7;866;1;42;11;0;0;869
6;6;0;0;0;110825100;855;196700;855;7;5;0;936100;855;221800;855;0;855;0;855;"Independiente";90;"M";2020;8;852;3;45;12;0;0;855
4;2;0;0;0;132875200;921;1332400;921;1;3;0;556800;921;240300;921;0;921;0;921;"Independiente";89;"M";2020;8;920;7;34;16;0;0;921
9;8;0;0;0;136273800;956;843200;956;2;5;0;1821600;956;234900;956;0;956;0;956;"Independiente";89;"M";2020;5;955;9;38;15;0;0;956
7;8;0;0;0;133248200;946;1472900;946;2;3;0;587500;946;234900;946;0;946;0;946;"Independiente";89;"M";2020;6;944;8;37;15;0;0;946
2;7;0;0;0;134464100;927;1472900;927;2;5;0;554300;927;234900;927;0;927;0;927;"Independiente";89;"M";2020;7;926;8;34;15;0;0;927
1;2;0;0;0;12634000;105;140500;105;0;0;0;62100;105;0;105;0;105;0;105;"Independiente";98;"M";2020;7;104;1;6;0;0;0;105
2;2;0;0;0;12882900;108;145200;108;0;0;0;62300;108;0;108;0;108;0;108;"Independiente";98;"M";2020;8;107;2;7;0;0;0;108
0;1;0;0;0;12992600;108;140500;108;0;0;0;50600;108;0;108;0;108;0;108;"Independiente";98;"M";2020;6;107;1;6;0;0;0;108
0;0;0;0;0;13102400;108;26400;108;0;0;0;49300;108;0;108;0;108;0;108;"Independiente";98;"M";2020;5;108;1;5;0;0;0;108
6;5;4;0;3;22337300;105;7903200;105;10;3;0;4048300;105;10746900;105;3109800;105;4664500;105;"Dep_sec_priv";89;"M";2020;6;104;22;99;99;19;19;105
5;4;5;0;2;19996600;107;6078500;107;7;2;0;2749300;107;10510300;107;2814200;107;4221300;107;"Dep_sec_priv";89;"M";2020;7;103;20;97;98;15;15;107
13;6;4;0;1;24513300;115;5596000;115;8;2;0;3162000;115;14223200;115;4471800;115;6707700;115;"Dep_sec_priv";89;"M";2020;8;113;22;107;107;17;17;115
4;5;3;0;5;20271000;104;3756600;104;6;3;0;3165500;104;9922400;104;2607200;104;3910600;104;"Dep_sec_priv";89;"M";2020;5;103;22;98;100;18;18;104
6;4;0;0;0;35933200;292;719200;292;1;0;0;373900;292;52800;292;0;292;0;292;"Independiente";94;"M";2020;7;289;3;17;3;0;0;292
0;3;0;0;0;37450600;297;670700;297;1;0;0;360600;297;52800;297;0;297;0;297;"Independiente";94;"M";2020;5;296;2;12;3;0;0;297
4;2;0;0;0;33932100;286;855000;286;1;0;0;704500;286;52800;286;0;286;0;286;"Independiente";94;"M";2020;8;283;4;18;3;0;0;286
4;5;0;0;0;36369000;295;1089300;295;1;0;0;859700;295;88400;295;0;295;0;295;"Independiente";94;"M";2020;6;293;2;14;4;0;0;295
10871;9819;8708;671;9055;11530260900;137299;16973584600;137299;53438;3838;308;5430143800;137299;8286486800;137299;683113700;137299;1030827900;137299;"Dep_sec_priv";33;"M";2020;5;134147;128800;131864;133371;9841;10022;137299
2;2;0;0;0;25465500;210;908500;210;1;1;0;149500;210;51400;210;0;210;0;210;"Independiente";95;"M";2020;8;207;2;10;3;0;0;210
3;2;0;0;0;26035500;214;908500;214;1;0;0;232200;214;51400;214;0;214;0;214;"Independiente";95;"M";2020;7;210;2;12;3;0;0;214
2;5;0;0;0;26337500;218;140500;218;1;0;0;256400;218;51400;218;0;218;0;218;"Independiente";95;"M";2020;6;213;1;12;3;0;0;218
2;3;0;0;0;26407100;222;140500;222;1;0;0;253000;222;56700;222;0;222;0;222;"Independiente";95;"M";2020;5;218;1;11;4;0;0;222
12;7;4;0;2;14613800;85;7765900;85;5;2;0;2056400;85;6506100;85;1583200;85;2374400;85;"Dep_sec_priv";91;"M";2020;8;84;21;78;82;13;13;85
10;8;4;0;4;14338200;85;7189900;85;6;0;0;2186200;85;6522300;85;1523700;85;2285200;85;"Dep_sec_priv";91;"M";2020;7;83;22;77;80;12;12;85
8;8;3;0;6;14755100;87;8075900;87;8;1;0;2553400;87;6915600;87;1554600;87;2331600;87;"Dep_sec_priv";91;"M";2020;6;86;25;81;84;14;14;87
6;1;2;0;4;14857900;87;4812500;87;8;1;0;2478700;87;7083200;87;1654400;87;2481200;87;"Dep_sec_priv";91;"M";2020;5;86;25;82;84;16;16;87
0;1;0;0;0;21911800;161;281000;161;1;0;0;65400;161;17600;161;0;161;0;161;"Independiente";96;"M";2020;5;160;2;7;1;0;0;161
1256;1067;0;1;0;3452900400;24442;4144863300;24442;660;798;19;262076400;24442;51430100;24442;133900;24442;255900;24442;"Independiente";38;"F";2020;6;23309;21279;13968;2759;3;5;24442
1460;970;0;2;0;3501828600;24660;4208833100;24660;691;725;17;274046700;24660;52541000;24660;175600;24660;263400;24660;"Independiente";38;"F";2020;7;23481;21457;14206;2740;2;2;24660
3;5;0;0;0;145025900;1137;914000;1137;2;5;0;483900;1137;110900;1137;0;1137;0;1137;"Independiente";88;"M";2020;7;1132;6;38;7;0;0;1137
6;6;0;0;0;143403400;1124;1214500;1124;2;5;0;479300;1124;110900;1124;0;1124;0;1124;"Independiente";88;"M";2020;8;1119;8;37;7;0;0;1124
6;6;0;0;0;148545500;1146;1106100;1146;2;6;0;418200;1146;128500;1146;0;1146;0;1146;"Independiente";88;"M";2020;6;1143;7;37;8;0;0;1146
8;4;0;0;0;149445900;1157;529800;1157;3;4;0;450900;1157;128500;1157;0;1157;0;1157;"Independiente";88;"M";2020;5;1153;6;39;8;0;0;1157
3;1;0;0;2;947200;15;6796300;15;2;1;0;352800;15;1399300;15;12600;15;1290600;15;"Dep_No_priv";90;"M";2020;8;7;6;13;5;1;4;15
5;4;4;0;2;11476600;56;4740700;56;7;1;0;1540900;56;4312400;56;1214300;56;1821400;56;"Dep_sec_priv";93;"M";2020;5;54;22;53;54;9;9;56
0;3;3;0;0;11615500;52;6972200;52;5;1;0;1550200;52;5250200;52;1650800;52;2476000;52;"Dep_sec_priv";93;"M";2020;6;49;18;50;49;10;10;52
5;9;3;0;1;11361600;54;10637500;54;4;1;0;2280700;54;4382200;54;1264800;54;1897300;54;"Dep_sec_priv";93;"M";2020;8;52;20;52;52;7;7;54
0;1;0;0;0;22319100;154;140500;154;0;1;0;60000;154;17600;154;0;154;0;154;"Independiente";96;"M";2020;8;153;1;5;1;0;0;154
2;2;0;0;0;21568400;158;281000;158;2;0;0;60800;158;17600;158;0;158;0;158;"Independiente";96;"M";2020;7;157;2;6;1;0;0;158
0;0;0;0;0;21580500;158;281000;158;0;0;0;60800;158;17600;158;0;158;0;158;"Independiente";96;"M";2020;6;157;2;6;1;0;0;158
3257;4106;3156;413;3662;10433093600;81457;23479453000;81457;24601;1835;233;1925056600;81457;5788003600;81457;999114400;81457;1503771200;81457;"Dep_sec_priv";42;"F";2020;6;80250;75533;78616;79560;14247;14358;81457
1023;1136;215;21;1302;4314103900;18740;6318670000;18740;8502;146;184;498739700;18740;2111088100;18740;445281300;18740;1469708400;18740;"Dep_No_priv";37;"F";2020;6;12463;12795;11251;14120;11183;12070;18740
3;3;0;0;0;6113900;18;3509500;18;2;0;0;1019800;18;2386600;18;935000;18;1402300;18;"Dep_sec_priv";97;"M";2020;6;18;7;17;17;7;7;18
623;750;362;54;242;1136573700;9216;973173900;9216;1367;79;2;355937400;9216;610281200;9216;128924000;9216;195557000;9216;"Dep_sec_priv";67;"M";2020;7;8986;4154;8602;8779;1133;1161;9216
1425;1195;0;0;0;3092362600;22428;3753813100;22428;679;686;12;259345300;22428;43589500;22428;199100;22428;298600;22428;"Independiente";33;"F";2020;6;21447;19928;14324;2381;5;5;22428
3;1;0;0;0;16593900;141;562000;141;0;1;0;192800;141;43600;141;0;141;0;141;"Independiente";97;"M";2020;6;139;3;9;2;0;0;141
0;1;0;0;0;16835700;141;474200;141;0;1;0;146100;141;43600;141;0;141;0;141;"Independiente";97;"M";2020;5;140;4;9;2;0;0;141
1;0;0;0;0;15914100;134;421500;134;0;1;0;161700;134;43600;134;0;134;0;134;"Independiente";97;"M";2020;8;133;2;6;2;0;0;134
1;3;0;0;0;16406300;139;562000;139;0;1;0;236200;139;48900;139;0;139;0;139;"Independiente";97;"M";2020;7;137;3;9;3;0;0;139
1;3;2;0;2;4787000;37;5622300;37;4;1;0;1022600;37;2747400;37;313600;37;470200;37;"Dep_sec_priv";94;"M";2020;6;36;14;35;35;5;5;37
2;2;2;0;0;5393100;36;7048400;36;5;2;0;1692500;36;3040500;36;432800;36;649100;36;"Dep_sec_priv";94;"M";2020;7;35;15;34;34;5;5;36
6;3;2;1;0;3322200;39;4242300;39;4;1;0;1052900;39;2630400;39;68100;39;102100;39;"Dep_sec_priv";94;"M";2020;8;39;14;37;38;3;3;39
1;1;1;0;2;5753600;38;4231100;38;2;2;0;1035900;38;3405200;38;517700;38;776400;38;"Dep_sec_priv";94;"M";2020;5;37;15;36;37;8;8;38
1;2;0;0;0;9932000;61;0;61;0;0;0;113100;61;0;61;0;61;0;61;"Independiente";99;"M";2020;6;59;0;5;0;0;0;61
2;0;0;0;0;7109400;59;0;59;0;0;0;252300;59;0;59;0;59;0;59;"Independiente";99;"M";2020;8;56;0;6;0;0;0;59
1;1;0;0;0;9932000;61;0;61;0;0;0;66100;61;0;61;0;61;0;61;"Independiente";99;"M";2020;5;59;0;5;0;0;0;61
1;1;0;0;0;7090000;60;0;60;0;0;0;113100;60;0;60;0;60;0;60;"Independiente";99;"M";2020;7;58;0;5;0;0;0;60
71;144;0;0;0;32542200;681;19196900;681;1;3;0;19761400;681;338900;681;0;681;0;681;"Independiente";121;"N";2020;5;249;225;623;26;0;0;681
2;1;0;0;1;4761100;17;314000;17;2;1;0;1050800;17;2007600;17;765700;17;1148300;17;"Dep_sec_priv";97;"M";2020;5;17;7;16;16;6;6;17
3;1;0;0;1;6248100;17;4041900;17;1;0;0;963300;17;2520800;17;935000;17;1402300;17;"Dep_sec_priv";97;"M";2020;7;17;6;16;16;7;7;17
4;2;0;0;0;6218800;19;3906100;19;1;0;0;947200;19;2484700;19;935000;19;1402300;19;"Dep_sec_priv";97;"M";2020;8;18;5;17;17;7;7;19
105;80;0;0;0;32125300;670;36234100;670;1;0;0;20142800;670;248100;670;0;670;0;670;"Independiente";121;"N";2020;7;258;232;614;15;0;0;670
204;66;0;0;0;33122300;619;36892800;619;0;2;0;17507500;619;256300;619;0;619;0;619;"Independiente";121;"N";2020;6;224;207;565;19;0;0;619
122;93;0;0;0;32099500;691;39386100;691;3;2;0;18045800;691;327500;691;0;691;0;691;"Independiente";121;"N";2020;8;287;250;628;16;0;0;691
0;1;0;0;0;1072400;10;4676500;10;0;0;0;95600;10;201100;10;702600;10;1077100;10;"Dep_No_priv";93;"M";2020;8;6;3;8;4;5;5;10
0;0;0;0;0;1216500;10;4960300;10;1;0;0;137300;10;272100;10;660900;10;1014500;10;"Dep_No_priv";93;"M";2020;7;7;4;8;5;5;5;10
0;3;0;0;0;1205500;13;4916500;13;1;0;0;178000;13;261100;13;660900;13;1014500;13;"Dep_No_priv";93;"M";2020;6;7;4;11;5;5;5;13
2;0;0;0;0;1202700;15;4719400;15;0;0;0;206800;15;258300;15;660900;15;1014500;15;"Dep_No_priv";93;"M";2020;5;7;4;13;5;5;5;15
0;1;0;0;0;3638300;30;0;30;0;0;0;2100;30;0;30;0;30;0;30;"Independiente";101;"M";2020;6;29;0;1;0;0;0;30
0;0;0;0;0;3513300;30;140500;30;0;0;0;61100;30;0;30;0;30;0;30;"Independiente";101;"M";2020;5;28;1;1;0;0;0;30
2;0;0;0;0;3958800;32;140500;32;0;0;0;4600;32;0;32;0;32;0;32;"Independiente";101;"M";2020;8;32;1;1;0;0;0;32
1;0;0;0;0;3645700;30;0;30;0;0;0;0;30;0;30;0;30;0;30;"Independiente";101;"M";2020;7;30;0;0;0;0;0;30
2;8;0;0;0;9002700;65;7912200;65;7;1;0;1717900;65;4512200;65;1078500;65;1644000;65;"Dep_sec_priv";92;"M";2020;6;65;20;64;63;7;8;65
3;1;1;0;0;4318900;26;1914300;26;1;0;0;706200;26;2066200;26;495700;26;743400;26;"Dep_sec_priv";95;"M";2020;8;26;8;25;26;5;5;26
3;3;3;0;0;4717100;31;1281800;31;3;0;0;832900;31;2427500;31;513300;31;769800;31;"Dep_sec_priv";95;"M";2020;5;29;11;29;29;6;6;31
2;4;1;0;0;4303100;27;1842600;27;2;0;0;654900;27;2120000;27;500400;27;750500;27;"Dep_sec_priv";95;"M";2020;7;27;9;26;27;6;6;27
1;3;0;0;0;4648500;28;2355800;28;4;0;0;692300;28;2328200;28;513300;28;769800;28;"Dep_sec_priv";95;"M";2020;6;28;8;28;28;6;6;28
5120;4764;3228;583;3498;10991612700;101596;27994864500;101596;34553;2334;1123;2458773200;101596;6906850300;101596;850440000;101596;1281052300;101596;"Dep_sec_priv";36;"F";2020;8;100545;93429;98370;99471;14522;14664;101596
230;159;32;2;9;63116600;1085;157659300;1085;168;11;3;23479800;1085;40608100;1085;3918300;1085;6203800;1085;"Dep_sec_priv";121;"N";2020;8;1074;904;1060;1059;84;89;1085
1092;784;183;10;41;157183200;3672;149006000;3672;340;29;5;70681500;3672;104929900;3672;8769700;3672;13754700;3672;"Dep_sec_priv";;;2020;5;3503;2769;3506;3496;204;228;3672
659;469;0;0;0;103394600;2724;65012600;2724;6;11;0;69170300;2724;575300;2724;0;2724;0;2724;"Independiente";;;2020;8;935;434;2107;52;0;0;2724
504;520;0;0;0;79635200;2482;58354400;2482;5;2;0;71042000;2482;544300;2482;0;2482;0;2482;"Independiente";;;2020;7;726;419;2073;39;0;0;2482
263;539;0;0;0;60847400;2042;17582900;2042;6;6;0;60141900;2042;650500;2042;0;2042;0;2042;"Independiente";;;2020;5;539;318;1713;51;0;0;2042
725;621;0;0;0;66379800;2389;48281200;2389;5;1;0;63936900;2389;600700;2389;0;2389;0;2389;"Independiente";;;2020;6;583;346;2046;42;0;0;2389
