ingreso_Max_Sum;retiro_Max_Sum;suspension_temporal_Max_Sum;incapacidas_por_trabajo_Max_Sum;vacaciones_Max_Sum;cot_obligatoria_salud_Max_Sum;cot_obligatoria_salud_Max_Count;aporte_cot_obligatoria_pension_Max_Sum;aporte_cot_obligatoria_pension_Max_Count;variacion_transitoria_salario_Max_Sum;variacion_permanente_salario_Max_Sum;licencia_maternidad_Max_Sum;cot_obligatoria_arl_Max_Sum;cot_obligatoria_arl_Max_Count;valor_aportes_ccf_Max_Sum;valor_aportes_ccf_Max_Count;valor_aportes_parafiscales_sena_Max_Sum;valor_aportes_parafiscales_sena_Max_Count;valor_aportes_parafiscales_icbf_Max_Sum;valor_aportes_parafiscales_icbf_Max_Count;Tipologia;Edad_fin;Sexo_fin;YEAR;MONTH;Contribuye_salud_Sum;Contribuye_pension_Sum;Contribuye_arl_Sum;Contribuye_ccf_Sum;Contribuye_sena_Sum;Contribuye_icbf_Sum;Total_relaciones_laborales
3257;5510;6575;317;26468;11703264500;100923;16235074600;100923;33301;3538;940;2013861900;100923;6921508400;100923;988441400;100923;1487616700;100923;"Dep_sec_priv";38;"F";2020;4;99553;94000;93574;98539;15559;15691;100923
26224;18987;5872;910;12749;6663936100;141647;23608390200;141647;64997;52088;192;3958859713;141647;5857928000;141647;140619600;141647;215930600;141647;"Dep_sec_priv";24;"M";2020;1;141267;134317;140538;140692;5912;6108;141647
21327;18138;4803;962;4165;6989954900;144760;24517249900;144760;67069;7245;170;4235507820;144760;6095913900;144760;163179100;144760;250028700;144760;"Dep_sec_priv";24;"M";2020;2;144386;137172;143797;143858;6248;6430;144760
15008;23801;8333;866;24186;7030109600;142349;24572594000;142349;65333;4219;183;3890462350;142349;6096313900;142349;171325000;142349;261436500;142349;"Dep_sec_priv";24;"M";2020;3;141951;134751;141064;141340;6207;6379;142349
6654;11664;12058;502;30459;6310730200;125730;10400376400;125730;53117;3394;365;2850317700;125730;5361461900;125730;151141300;125730;230840300;125730;"Dep_sec_priv";24;"M";2020;4;122919;119950;115843;122120;5397;5552;125730
4;2;1;0;2;8753000;53;6769600;53;6;0;0;1540200;53;3918000;53;692300;53;1038400;53;"Dep_sec_priv";93;"M";2020;2;53;21;53;53;9;9;53
4;9;1;0;3;8141600;53;5902200;53;5;0;0;1561200;53;3682300;53;624500;53;936600;53;"Dep_sec_priv";93;"M";2020;3;53;24;52;53;7;7;53
1;1;0;0;0;714600;6;567600;6;0;0;0;102700;6;285400;6;96900;6;145300;6;"Dep_sec_priv";111;"M";2020;2;6;4;6;6;2;2;6
3;0;0;0;0;178800;5;403800;5;0;0;0;46600;5;92400;5;18300;5;27400;5;"Dep_sec_priv";111;"M";2020;1;4;4;5;4;1;1;5
0;0;0;0;0;668800;5;133200;5;1;0;0;109700;5;317200;5;78600;5;117900;5;"Dep_sec_priv";111;"M";2020;4;5;4;5;5;1;1;5
0;0;0;0;0;775000;6;823600;6;0;0;0;117300;6;345800;6;96900;6;145300;6;"Dep_sec_priv";111;"M";2020;3;6;5;6;6;2;2;6
4;2;0;0;1;486600;11;1634100;11;1;4;0;409000;11;368200;11;600;11;900;11;"Dep_sec_priv";101;"M";2020;1;11;9;11;11;1;1;11
9;9;4;0;8;17556900;87;12067400;87;9;0;0;2112100;87;8130400;87;2103600;87;3155200;87;"Dep_sec_priv";91;"M";2020;3;86;29;86;86;14;14;87
14633;10258;2979;583;5311;9544935800;131926;28570931500;131926;53208;8272;1983;2676392940;131926;7115858300;131926;466502800;131926;705017500;131926;"Dep_sec_priv";28;"F";2020;2;131700;121883;129514;130461;13264;13428;131926
1;0;0;0;2;1319000;14;4635700;14;4;0;0;243000;14;1014500;14;73700;14;986900;14;"Dep_No_priv";90;"M";2020;4;6;5;12;6;4;6;14
6937;9511;3455;230;9734;2556770600;58705;8474151200;58705;26608;1738;483;698637528;58705;2108314800;58705;74495600;58705;113101900;58705;"Dep_sec_priv";21;"F";2020;3;58576;54471;57755;58087;3588;3648;58705
9766;7431;1980;263;1455;2527347300;58924;8401369800;58924;27334;2929;446;741632800;58924;2104604900;58924;68571800;58924;104551100;58924;"Dep_sec_priv";21;"F";2020;2;58780;54885;58166;58347;3424;3492;58924
0;1;0;0;2;1335300;9;258000;9;1;0;0;162300;9;550500;9;177400;9;266100;9;"Dep_sec_priv";104;"M";2020;4;8;5;8;8;2;2;9
1;0;0;0;2;1289000;7;580400;7;2;0;0;194800;7;500300;7;177400;7;266100;7;"Dep_sec_priv";104;"M";2020;3;7;4;7;7;2;2;7
4;0;0;0;0;1261900;6;613400;6;1;0;0;169400;6;473200;6;177400;6;266100;6;"Dep_sec_priv";104;"M";2020;2;6;4;6;6;2;2;6
3;3;0;0;0;180700;7;431400;7;0;0;0;54400;7;143300;7;0;7;0;7;"Dep_sec_priv";104;"M";2020;1;7;4;7;7;0;0;7
6;5;0;0;1;6077900;17;9477000;17;1;1;0;1278500;17;2396200;17;863400;17;1295300;17;"Dep_sec_priv";106;"M";2020;1;17;15;17;17;4;4;17
1;2;0;0;0;6070100;14;9235400;14;1;1;0;1171100;14;2336000;14;868200;14;1302200;14;"Dep_sec_priv";106;"M";2020;2;14;11;14;14;4;4;14
1;2;0;0;0;5156300;11;8023300;11;1;0;0;708800;11;2790500;11;1111900;11;1667800;11;"Dep_sec_priv";106;"M";2020;3;11;10;11;11;2;2;11
1;0;0;0;1;658000;4;781200;4;2;1;0;142400;4;284600;4;108900;4;213600;4;"Dep_No_priv";99;"M";2020;3;2;1;3;2;2;2;4
1740;2766;1108;328;7397;5459468000;41573;11226098600;41573;10508;952;6;802949700;41573;2841065600;41573;553348800;41573;836517500;41573;"Dep_sec_priv";56;"F";2020;3;41509;37377;40598;41041;8804;8908;41573
656;501;1;0;0;3516614200;22955;3463618500;22955;318;386;0;104892800;22955;33653600;22955;21000;22955;433200;22955;"Independiente";56;"F";2020;3;21900;14166;5018;1722;1;4;22955
813;442;0;0;0;3552933800;22958;3511359200;22958;373;475;0;106230900;22958;33976800;22958;51400;22958;545400;22958;"Independiente";56;"F";2020;2;21895;14178;4932;1723;5;8;22958
721;454;0;0;0;3486488000;22710;3421354000;22710;402;3476;0;97892000;22710;32977800;22710;0;22710;0;22710;"Independiente";56;"F";2020;1;21702;13989;4584;1703;0;0;22710
16585;14666;3611;1021;5466;13067184900;150843;38028836700;150843;67002;8484;192;6888571260;150843;9469265300;150843;775379800;150843;1170931700;150843;"Dep_sec_priv";33;"M";2020;2;150452;141435;149486;149780;10973;11177;150843
11581;19587;6590;868;26411;13598510900;148185;38409609900;148185;65791;4674;209;6400764400;148185;9526856400;148185;851024000;148185;1283371100;148185;"Dep_sec_priv";33;"M";2020;3;147780;138821;146561;147130;11188;11376;148185
21530;14615;4454;987;20153;12764570200;148407;37384435500;148407;65204;49721;226;6516202413;148407;9236468400;148407;735697800;148407;1111122600;148407;"Dep_sec_priv";33;"M";2020;1;147988;139101;146760;147199;10353;10559;148407
4;2;0;0;1;683400;15;140800;15;2;1;0;216800;15;367000;15;72400;15;275400;15;"Dep_No_priv";92;"M";2020;3;6;1;14;5;5;5;15
6;3;0;0;0;114117200;876;807500;876;5;3;0;911400;876;237200;876;0;876;0;876;"Independiente";90;"M";2020;4;872;4;36;12;0;0;876
7;6;0;0;0;118304600;891;807500;891;5;3;0;1011400;891;237200;891;0;891;0;891;"Independiente";90;"M";2020;3;886;4;37;12;0;0;891
10;7;0;0;0;123442900;914;948000;914;6;5;0;1019900;914;237200;914;0;914;0;914;"Independiente";90;"M";2020;2;908;5;39;12;0;0;914
9;7;0;0;0;123832400;922;807500;922;6;172;0;1379100;922;237200;922;0;922;0;922;"Independiente";90;"M";2020;1;915;4;41;12;0;0;922
274;277;80;16;2403;4198896800;12280;6648310400;12280;7983;608;0;795453200;12280;1798982000;12280;399480800;12280;1303726500;12280;"Dep_No_priv";58;"M";2020;3;9471;9437;9118;10937;8531;9677;12280
13138;21924;7537;993;29192;13279899400;162561;39548666900;162561;72743;5296;240;6525219500;162561;9830772900;162561;710938400;162561;1074945300;162561;"Dep_sec_priv";31;"M";2020;3;162130;152384;160804;161379;10952;11153;162561
832;471;210;20;3068;3264603500;14034;4157157000;14034;6897;380;15;550057300;14034;1365036700;14034;279978100;14034;896036800;14034;"Dep_No_priv";34;"M";2020;4;10416;10067;9783;10786;7703;8796;14034
3339;5572;6459;354;26268;11382994600;100719;15941463400;100719;33478;3535;1189;2015338900;100719;6856085400;100719;938118000;100719;1414406900;100719;"Dep_sec_priv";37;"F";2020;4;99406;93735;93291;98289;15343;15509;100719
5003;7704;9589;512;32980;13670140400;124936;19254303400;124936;49681;3802;363;4765287450;124936;8778969800;124936;1058576900;124936;1596155000;124936;"Dep_sec_priv";37;"M";2020;4;122613;117554;115363;121820;11046;11223;124936
8;2;0;0;0;74755400;586;300000;586;0;3;0;198200;586;110900;586;0;586;0;586;"Independiente";92;"M";2020;4;585;5;24;7;0;0;586
4;9;0;0;0;79679000;605;859200;605;2;2;0;229000;605;110900;605;0;605;0;605;"Independiente";92;"M";2020;3;605;5;27;7;0;0;605
6;7;0;0;0;83890700;630;1086000;630;2;133;0;489500;630;134900;630;0;630;0;630;"Independiente";92;"M";2020;1;627;6;30;8;0;0;630
2;8;0;0;0;82462600;618;1086000;618;1;1;0;331100;618;134900;618;0;618;0;618;"Independiente";92;"M";2020;2;618;6;28;8;0;0;618
4;3;0;0;0;54399600;418;562000;418;0;69;0;302400;418;123200;418;0;418;0;418;"Independiente";93;"M";2020;1;415;4;10;7;0;0;418
6;3;0;0;0;50564900;400;730600;400;0;2;0;362500;400;105600;400;0;400;0;400;"Independiente";93;"M";2020;3;397;5;10;6;0;0;400
1;4;0;0;0;52187700;408;733200;408;0;3;0;327300;408;105600;408;0;408;0;408;"Independiente";93;"M";2020;2;404;5;11;6;0;0;408
6;8;2;0;1;16786300;84;10851500;84;8;2;1;2355400;84;7888400;84;1999000;84;2998200;84;"Dep_sec_priv";91;"M";2020;2;84;24;82;82;14;14;84
5;5;0;0;0;134954500;965;843000;965;4;8;0;738800;965;117900;965;0;965;0;965;"Independiente";89;"M";2020;2;962;6;40;8;0;0;965
10;4;0;0;0;133261300;971;918000;971;3;168;0;702200;971;117900;971;0;971;0;971;"Independiente";89;"M";2020;1;968;8;40;8;0;0;971
8;0;0;0;0;129840000;940;702500;940;5;2;0;1912000;940;100300;940;0;940;0;940;"Independiente";89;"M";2020;3;939;5;36;7;0;0;940
4;6;0;0;0;125419600;934;360200;934;4;4;0;1993400;934;100300;934;0;934;0;934;"Independiente";89;"M";2020;4;933;5;37;7;0;0;934
1;1;0;0;0;10847000;87;396500;87;0;0;0;23000;87;0;87;0;87;0;87;"Independiente";98;"M";2020;3;87;2;5;0;0;0;87
0;1;0;0;0;11250000;91;396500;91;0;18;0;23300;91;0;91;0;91;0;91;"Independiente";98;"M";2020;1;91;2;5;0;0;0;91
1;2;0;0;0;10833200;87;282400;87;0;0;0;18400;87;0;87;0;87;0;87;"Independiente";98;"M";2020;4;87;2;4;0;0;0;87
1;0;0;0;0;11061600;89;537000;89;0;0;0;32200;89;17600;89;0;89;0;89;"Independiente";98;"M";2020;2;89;3;6;1;0;0;89
2;6;2;0;14;25319900;125;4126100;125;11;2;0;2908200;125;14472900;125;4440100;125;6686400;125;"Dep_sec_priv";88;"M";2020;4;124;36;117;121;23;24;125
3;6;3;0;14;28152000;131;8614800;131;18;1;0;3179900;131;14966200;131;4962600;131;7470000;131;"Dep_sec_priv";88;"M";2020;3;131;38;127;127;27;28;131
5;6;1;0;1;27682000;131;10295400;131;18;11;0;3739200;131;15276100;131;4707300;131;7087200;131;"Dep_sec_priv";88;"M";2020;2;131;38;127;127;26;27;131
10;6;1;1;17;25442900;131;7744100;131;18;28;0;3161100;131;14130800;131;4133100;131;6675000;131;"Dep_sec_priv";88;"M";2020;1;131;36;126;127;24;26;131
1;6;0;0;0;38250900;310;140500;310;2;1;0;209800;310;58100;310;0;310;0;310;"Independiente";94;"M";2020;2;309;1;12;4;0;0;310
3;2;0;0;0;37786400;297;660800;297;2;1;0;327100;297;17600;297;0;297;0;297;"Independiente";94;"M";2020;4;296;2;14;1;0;0;297
3;3;0;0;0;37369000;302;292500;302;2;0;0;271000;302;35200;302;0;302;0;302;"Independiente";94;"M";2020;3;301;1;13;2;0;0;302
4;2;0;0;0;40582400;316;140500;316;3;58;0;186800;316;80500;316;0;316;0;316;"Independiente";94;"M";2020;1;315;1;12;4;0;0;316
8;5;0;0;0;148674200;1108;1311400;1108;0;6;0;443900;1108;222600;1108;0;1108;0;1108;"Independiente";88;"M";2020;3;1106;8;39;13;0;0;1108
6;10;0;0;0;151333000;1134;1340900;1134;1;179;0;477800;1134;222600;1134;0;1134;0;1134;"Independiente";88;"M";2020;1;1132;10;42;13;0;0;1134
11;13;0;0;0;150846300;1125;1275000;1125;0;7;0;442700;1125;222600;1125;0;1125;0;1125;"Independiente";88;"M";2020;2;1122;9;42;13;0;0;1125
9;8;0;0;0;148270000;1095;1049000;1095;2;6;0;482600;1095;205000;1095;0;1095;0;1095;"Independiente";88;"M";2020;4;1092;10;41;12;0;0;1095
1;1;0;0;0;1902600;18;348800;18;0;1;0;67700;18;0;18;0;18;0;18;"Independiente";103;"M";2020;1;15;2;5;0;0;0;18
3;1;0;0;0;24797700;210;140500;210;2;1;0;868500;210;51400;210;0;210;0;210;"Independiente";95;"M";2020;3;206;1;12;3;0;0;210
0;1;0;0;0;23247400;200;140500;200;1;1;0;1672700;200;56700;200;0;200;0;200;"Independiente";95;"M";2020;4;196;1;12;4;0;0;200
3;4;0;0;0;25681100;216;145200;216;2;0;0;155900;216;51400;216;0;216;0;216;"Independiente";95;"M";2020;2;213;2;12;3;0;0;216
4;4;0;0;0;29086700;225;416800;225;2;43;0;173000;225;51400;225;0;225;0;225;"Independiente";95;"M";2020;1;222;3;12;3;0;0;225
18385;12255;3598;995;20678;14751721300;138014;39004891600;138014;59106;45999;151;6789575600;138014;9613302000;138014;1095963900;138014;1653236700;138014;"Dep_sec_priv";38;"M";2020;1;137624;129003;136224;136769;11910;12117;138014
0;4;0;0;0;48809000;385;369800;385;0;2;0;325500;385;75700;385;0;385;0;385;"Independiente";93;"M";2020;4;382;5;10;5;0;0;385
3;4;5;0;12;17416500;82;5634100;82;10;1;0;1920500;82;7775200;82;2093500;82;3139900;82;"Dep_sec_priv";91;"M";2020;4;80;26;77;78;14;14;82
0;2;0;0;0;1031700;10;1609900;10;1;1;0;162700;10;212700;10;4400;10;328400;10;"Dep_No_priv";94;"M";2020;3;5;2;9;2;1;3;10
1;0;0;0;0;1004500;9;1575100;9;1;1;0;100500;9;204000;9;4400;9;321800;9;"Dep_No_priv";94;"M";2020;2;5;2;8;2;1;3;9
2;0;0;0;1;657300;9;990000;9;2;0;0;75800;9;93000;9;8800;9;238600;9;"Dep_No_priv";94;"M";2020;1;6;2;8;3;2;4;9
12190;20733;7030;932;27457;13420592900;154440;38836810200;154440;68703;5107;216;6409125350;154440;9628101100;154440;776674200;154440;1170938800;154440;"Dep_sec_priv";32;"M";2020;3;153972;144611;152709;153281;10914;11095;154440
6;7;2;0;6;9242600;52;9071500;52;5;14;0;1625600;52;4749100;52;972200;52;1458000;52;"Dep_sec_priv";94;"M";2020;1;52;25;52;52;9;9;52
0;2;1;0;2;7473600;38;4044700;38;0;2;0;1015400;38;3911000;38;790900;38;1186300;38;"Dep_sec_priv";94;"M";2020;4;38;17;38;38;7;7;38
2;3;0;0;0;8102400;45;8750200;45;4;4;0;1587400;45;4273400;45;810300;45;1215300;45;"Dep_sec_priv";94;"M";2020;2;45;22;45;45;6;6;45
3;4;0;0;2;6935700;44;6773700;44;1;1;0;1424900;44;3933300;44;652900;44;979300;44;"Dep_sec_priv";94;"M";2020;3;44;21;43;43;7;7;44
14;20;5;1;3;7277000;71;14488900;71;16;23;3;828000;71;3161700;71;533600;71;799900;71;"Dep_sec_priv";121;"F";2020;1;70;53;65;68;7;7;71
2;5;0;1;0;5802300;30;4895800;30;5;2;0;1546400;30;2829300;30;783400;30;1175200;30;"Dep_sec_priv";97;"M";2020;2;30;14;29;29;7;7;30
5727;8552;3349;498;17774;12675722000;102536;29557468600;102536;37996;3241;668;2502404900;102536;7322487400;102536;1110559300;102536;1673174800;102536;"Dep_sec_priv";39;"F";2020;3;102331;95144;100643;101550;16043;16230;102536
6;6;1;0;1;7998500;38;5458800;38;8;0;0;867900;38;3669400;38;981200;38;1471500;38;"Dep_sec_priv";95;"M";2020;2;38;15;38;38;9;9;38
10;10;0;0;6;7144700;70;4284600;70;8;20;0;1116100;70;3898000;70;675500;70;1013200;70;"Dep_sec_priv";92;"M";2020;1;70;20;68;68;6;6;70
2;1;0;0;3;5331600;22;668900;22;2;0;0;824400;22;2878400;22;1038200;22;1557300;22;"Dep_sec_priv";97;"M";2020;4;22;9;21;21;7;7;22
1;1;0;0;0;17347800;137;562000;137;0;1;0;191400;137;43600;137;0;137;0;137;"Independiente";97;"M";2020;3;136;3;11;2;0;0;137
1;3;0;0;0;16867700;133;562000;133;0;1;0;191400;133;43600;133;0;133;0;133;"Independiente";97;"M";2020;4;132;3;11;2;0;0;133
